"Date of 
Encashment","Bond
Number",Name of the Political Party,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
12-10-2021,OC9453,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OC9499,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OL1443,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29590,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29587,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,TT9919,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9917,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9921,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9923,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9925,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,OL29592,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29596,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29594,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OC9273,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OC9269,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OC9271,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OC9264,Biju Janata Dal,10000000,*******4340,41,7409060
12-10-2021,OC9414,"President, All India Congress Committee",10000000,*******4012,691,6467970
12-10-2021,OC9412,"President, All India Congress Committee",10000000,*******4012,691,6467970
12-10-2021,OC9410,"President, All India Congress Committee",10000000,*******4012,691,6467970
12-10-2021,OL29567,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29579,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29569,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29577,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29581,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29583,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29571,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29575,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29573,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29585,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29308,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29306,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29304,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29302,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,TT9933,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9935,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9927,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,OL29600,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29598,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,TT9926,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9924,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9928,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9930,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,TT9922,"President, All India Congress Committee",10000,*******4012,691,7516991
12-10-2021,OL29539,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29537,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29536,"President, All India Congress Committee",100000,*******4012,691,6467970
12-10-2021,OL29538,"President, All India Congress Committee",100000,*******4012,691,7516991
12-10-2021,OL29540,"President, All India Congress Committee",100000,*******4012,691,7516991
13-10-2021,OC8696,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8516,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8651,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8694,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8518,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8523,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8595,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8693,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8652,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8511,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8513,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8576,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8591,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8677,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8681,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8690,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8698,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8653,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8685,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8695,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8691,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8689,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8597,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8578,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8680,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8683,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8519,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8521,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8587,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8687,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8688,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8692,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8697,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8676,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8678,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8679,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8514,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8583,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8585,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8589,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8684,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8699,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8599,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8682,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8525,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8686,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8700,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8580,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8581,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC8593,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC9266,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC9270,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC9272,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,OC9268,Bharatiya Janata Party,10000000,*******8244,691,7516991
13-10-2021,TL12799,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL13568,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL12793,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL12795,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL13566,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL12797,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL13562,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL12791,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL13570,Bharatiya Janata Party,1000000,*******8244,691,7516991
13-10-2021,TL13564,Bharatiya Janata Party,1000000,*******8244,691,7516991
16-10-2021,OL1445,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1447,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1498,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1472,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1470,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1468,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29520,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,TL13210,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14244,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14230,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14236,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14238,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14240,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14246,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14234,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14232,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14242,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14136,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14134,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14130,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OC8369,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,TL14180,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14186,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14184,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14182,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14188,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14229,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14227,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14301,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OC9442,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9446,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9448,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9444,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9424,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9437,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9435,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9443,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9436,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9434,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9438,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9440,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OL29523,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29517,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29515,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29519,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29521,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OC9402,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,TL14222,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14224,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14218,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14226,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14220,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14228,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OC9422,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9420,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,TL14237,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14247,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14243,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14239,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14241,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14245,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14252,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14235,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14249,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14266,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14262,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14274,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14268,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14250,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14272,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14256,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14248,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14264,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14260,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14270,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14258,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OL1486,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1484,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1488,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29502,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29504,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29513,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1479,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1489,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1485,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1487,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1475,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1481,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1483,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1477,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1473,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1480,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1478,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1476,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1482,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1474,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,TL14214,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14216,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14212,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14231,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14233,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OL1454,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1462,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1456,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1460,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1458,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1466,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1464,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29505,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29511,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29507,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29501,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29503,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1500,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29509,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,TL14225,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,TL14254,All India Trinamool Congress,1000000,*******0688,1,3490777
16-10-2021,OC9431,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OC9433,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OL1452,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OC9432,All India Trinamool Congress,10000000,*******0688,1,3490777
16-10-2021,OL29533,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29535,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29510,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29518,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29512,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29514,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29516,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29506,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29508,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29531,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29525,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29527,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29529,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29542,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL29544,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1449,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1461,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1451,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1459,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1453,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1455,All India Trinamool Congress,100000,*******0688,1,3490777
16-10-2021,OL1457,All India Trinamool Congress,100000,*******0688,1,3490777
18-10-2021,OC9481,All India Trinamool Congress,10000000,*******0688,1,3480909
18-10-2021,OC9479,All India Trinamool Congress,10000000,*******0688,1,3480909
18-10-2021,TL14318,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14316,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14314,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14324,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14322,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,OC9483,All India Trinamool Congress,10000000,*******0688,1,3480909
18-10-2021,TL14313,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14317,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14315,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14311,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14309,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,OC9477,All India Trinamool Congress,10000000,*******0688,1,3480909
18-10-2021,OC9450,All India Trinamool Congress,10000000,*******0688,1,3480909
18-10-2021,TL14319,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14323,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14321,All India Trinamool Congress,1000000,*******0688,1,3480909
18-10-2021,TL14320,All India Trinamool Congress,1000000,*******0688,1,3480909
19-10-2021,OL29317,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29319,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29323,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29321,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29325,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29322,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29324,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29318,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29320,All India Trinamool Congress,100000,*******0688,1,3490777
19-10-2021,OL29326,All India Trinamool Congress,100000,*******0688,1,3490777
20-10-2021,TL14306,"President, All India Congress Committee",1000000,*******4012,691,7516991
20-10-2021,TL14310,"President, All India Congress Committee",1000000,*******4012,691,7516991
20-10-2021,TL14302,"President, All India Congress Committee",1000000,*******4012,691,7516991
20-10-2021,TL14304,"President, All India Congress Committee",1000000,*******4012,691,7516991
20-10-2021,TL14308,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14326,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14332,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14328,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14334,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14330,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14279,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14273,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14275,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14277,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14281,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14285,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14283,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,OL29348,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29346,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OC10103,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9471,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9465,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9469,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9467,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC10109,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC10101,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9475,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC10105,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC10107,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9473,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,TL14325,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14327,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14312,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,OL29327,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29329,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,TT9937,"President, All India Congress Committee",10000,*******4012,691,7516991
06-01-2022,OL29344,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29336,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29340,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29334,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29330,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29332,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29338,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29328,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29342,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OC9468,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,OC9466,"President, All India Congress Committee",10000000,*******4012,691,7516991
06-01-2022,TL14342,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14338,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14344,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14336,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14346,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14340,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14350,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14348,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14276,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,OL29354,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29352,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29350,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29358,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29356,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,TL14280,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14278,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14282,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14345,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14269,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14261,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14265,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14263,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14267,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14271,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14349,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,TL14347,"President, All India Congress Committee",1000000,*******4012,691,7516991
06-01-2022,OL29345,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29357,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29355,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29353,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29341,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29349,"President, All India Congress Committee",100000,*******4012,691,7516991
06-01-2022,OL29351,"President, All India Congress Committee",100000,*******4012,691,7516991
